City,Zone,Ward Name,Ward No.,No. Notified Slums,No. of Recognised Slums,No. of Identfied Slums,Slum Population - Total,Slum Population - Male,Slum Population - Female,Slum Population - Child (0-6),Population - SC Category,Population - ST Category,Literacy Rate (%)
Belgavi,NA,NA,NA,13,39,52,79115,1000 sex   ratio,961 sex ratio,NA,38221,15867,51.52
